STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
48,TX,77504,1,3980.0000,2370.0000,490.0000,1090.0000,2060.0000,6880.0000,2910.0000,260.0000,210.0000,50.0000,51938.0000,3980.0000,52814.0000,3200.0000,40827.0000,280.0000,152.0000,120.0000,153.0000,110.0000,60.0000,0.0000,0.0000,950.0000,7669.0000,110.0000,59.0000,130.0000,769.0000,270.0000,2279.0000,20.0000,120.0000,502.0000,90.0000,166.0000,0.0000,0.0000,950.0000,876.0000,0.0000,0.0000,0.0000,0.0000,30.0000,74.0000,0.0000,0.0000,70.0000,58.0000,30.0000,52.0000,0.0000,0.0000,130.0000,1880.0000,2259.0000,0.0000,0.0000,90.0000,92.0000,60.0000,160.0000,110.0000,267.0000,40.0000,198.0000,70.0000,176.0000,1550.0000,9041.0000,1550.0000,957.0000,0.0000,0.0000,20.0000,7.0000,490.0000,191.0000,0.0000,0.0000,40.0000,17.0000,190.0000,109.0000,120.0000,20.0000,150.0000,45.0000,0.0000,0.0000,840.0000,1220.0000,80.0000,248.0000,80.0000,234.0000,460.0000,52.0000,3710.0000,11136.0000,1730.0000,5581.0000,1570.0000,4730.0000,1340.0000,1825.0000,310.0000,237.0000,60.0000,25.0000,1210.0000,765.0000,2140.0000,2057.0000,0.0000,0.0000,0.0000,0.0000,360.0000,323.0000,3480.0000,9421.0000
48,TX,77504,2,2770.0000,1210.0000,780.0000,740.0000,1470.0000,6080.0000,2540.0000,130.0000,100.0000,30.0000,101189.0000,2770.0000,101907.0000,2560.0000,90343.0000,280.0000,193.0000,130.0000,247.0000,110.0000,182.0000,0.0000,0.0000,340.0000,2650.0000,100.0000,212.0000,110.0000,1070.0000,310.0000,4499.0000,0.0000,150.0000,732.0000,230.0000,1554.0000,40.0000,99.0000,470.0000,718.0000,90.0000,21.0000,0.0000,0.0000,0.0000,0.0000,30.0000,91.0000,160.0000,146.0000,20.0000,51.0000,0.0000,0.0000,400.0000,7048.0000,15731.0000,0.0000,0.0000,290.0000,461.0000,170.0000,523.0000,350.0000,1084.0000,140.0000,787.0000,270.0000,967.0000,2650.0000,49647.0000,2640.0000,6134.0000,0.0000,0.0000,70.0000,68.0000,1310.0000,1258.0000,30.0000,1.0000,200.0000,131.0000,270.0000,253.0000,320.0000,51.0000,870.0000,809.0000,20.0000,7.0000,210.0000,566.0000,80.0000,228.0000,100.0000,310.0000,480.0000,101.0000,2740.0000,12584.0000,780.0000,1576.0000,640.0000,1295.0000,720.0000,1086.0000,220.0000,180.0000,20.0000,18.0000,1990.0000,4877.0000,2260.0000,5582.0000,0.0000,0.0000,0.0000,0.0000,330.0000,510.0000,2430.0000,7473.0000
48,TX,77504,3,1410.0000,500.0000,650.0000,230.0000,800.0000,3380.0000,1320.0000,20.0000,0.0000,20.0000,85760.0000,1410.0000,86181.0000,1300.0000,73525.0000,290.0000,135.0000,140.0000,383.0000,130.0000,248.0000,0.0000,0.0000,180.0000,1280.0000,110.0000,393.0000,110.0000,1624.0000,250.0000,5092.0000,0.0000,80.0000,327.0000,180.0000,2729.0000,30.0000,319.0000,270.0000,421.0000,40.0000,11.0000,0.0000,0.0000,20.0000,142.0000,30.0000,143.0000,90.0000,89.0000,0.0000,0.0000,0.0000,0.0000,420.0000,7676.0000,25879.0000,0.0000,0.0000,340.0000,553.0000,280.0000,871.0000,390.0000,1524.0000,250.0000,1430.0000,320.0000,1081.0000,1410.0000,54928.0000,1400.0000,7765.0000,0.0000,0.0000,0.0000,0.0000,650.0000,1049.0000,30.0000,2.0000,80.0000,49.0000,140.0000,164.0000,70.0000,10.0000,480.0000,799.0000,40.0000,19.0000,120.0000,279.0000,0.0000,0.0000,0.0000,0.0000,210.0000,81.0000,1400.0000,10323.0000,0.0000,0.0000,0.0000,0.0000,100.0000,107.0000,110.0000,92.0000,0.0000,0.0000,1310.0000,6716.0000,1360.0000,7112.0000,0.0000,0.0000,0.0000,0.0000,240.0000,514.0000,1150.0000,3678.0000
48,TX,77504,4,700.0000,180.0000,460.0000,60.0000,400.0000,1780.0000,620.0000,0.0000,0.0000,0.0000,59873.0000,700.0000,60337.0000,620.0000,47723.0000,230.0000,404.0000,110.0000,338.0000,100.0000,233.0000,0.0000,0.0000,120.0000,1750.0000,80.0000,345.0000,90.0000,1715.0000,160.0000,4260.0000,0.0000,30.0000,120.0000,140.0000,2635.0000,30.0000,699.0000,170.0000,464.0000,30.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,62.0000,20.0000,49.0000,0.0000,0.0000,290.0000,6058.0000,24772.0000,40.0000,132.0000,240.0000,477.0000,230.0000,858.0000,280.0000,1424.0000,200.0000,1230.0000,220.0000,1188.0000,700.0000,42258.0000,700.0000,6390.0000,0.0000,0.0000,0.0000,0.0000,310.0000,553.0000,20.0000,3.0000,50.0000,30.0000,70.0000,79.0000,0.0000,0.0000,240.0000,402.0000,30.0000,13.0000,80.0000,309.0000,0.0000,0.0000,0.0000,0.0000,70.0000,39.0000,680.0000,7670.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,46.0000,0.0000,0.0000,690.0000,5837.0000,690.0000,6213.0000,0.0000,0.0000,0.0000,0.0000,150.0000,541.0000,530.0000,1934.0000
22,LA,70583,5,590.0000,80.0000,500.0000,30.0000,390.0000,1650.0000,560.0000,0.0000,0.0000,0.0000,76986.0000,590.0000,77880.0000,550.0000,62467.0000,300.0000,228.0000,170.0000,598.0000,160.0000,422.0000,180.0000,197.0000,130.0000,2451.0000,140.0000,1082.0000,70.0000,2197.0000,120.0000,3712.0000,40.0000,0.0000,0.0000,80.0000,1478.0000,80.0000,3219.0000,220.0000,894.0000,40.0000,12.0000,0.0000,0.0000,50.0000,350.0000,30.0000,189.0000,40.0000,37.0000,0.0000,0.0000,0.0000,0.0000,270.0000,5538.0000,36871.0000,250.0000,1270.0000,0.0000,0.0000,210.0000,224.0000,270.0000,1605.0000,220.0000,1527.0000,210.0000,887.0000,590.0000,61121.0000,590.0000,10700.0000,0.0000,0.0000,0.0000,0.0000,260.0000,415.0000,50.0000,19.0000,80.0000,48.0000,50.0000,62.0000,0.0000,0.0000,160.0000,207.0000,0.0000,0.0000,100.0000,431.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,580.0000,11617.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,39.0000,0.0000,0.0000,590.0000,10285.0000,590.0000,10795.0000,0.0000,0.0000,0.0000,0.0000,200.0000,1026.0000,370.0000,1738.0000
22,LA,70583,6,130.0000,0.0000,110.0000,0.0000,110.0000,350.0000,110.0000,0.0000,0.0000,0.0000,61476.0000,130.0000,62216.0000,120.0000,23880.0000,100.0000,513.0000,60.0000,720.0000,50.0000,477.0000,60.0000,183.0000,40.0000,810.0000,70.0000,2401.0000,0.0000,0.0000,30.0000,1267.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,25738.0000,50.0000,740.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,110.0000,3925.0000,54121.0000,100.0000,2071.0000,0.0000,0.0000,90.0000,178.0000,110.0000,2274.0000,70.0000,615.0000,90.0000,880.0000,130.0000,56265.0000,130.0000,16466.0000,50.0000,169.0000,0.0000,0.0000,40.0000,556.0000,30.0000,396.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,212.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.0000,17030.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.0000,15911.0000,130.0000,16490.0000,50.0000,40.0000,60.0000,267.0000,60.0000,1743.0000,50.0000,543.0000
22,LA,70584,1,1160.0000,660.0000,140.0000,360.0000,620.0000,1870.0000,760.0000,30.0000,30.0000,0.0000,14880.0000,1160.0000,15179.0000,970.0000,12415.0000,100.0000,52.0000,70.0000,101.0000,70.0000,62.0000,0.0000,0.0000,230.0000,1168.0000,60.0000,102.0000,40.0000,211.0000,110.0000,879.0000,0.0000,20.0000,51.0000,20.0000,46.0000,0.0000,0.0000,230.0000,299.0000,0.0000,0.0000,0.0000,0.0000,20.0000,92.0000,0.0000,0.0000,30.0000,30.0000,20.0000,58.0000,0.0000,0.0000,30.0000,651.0000,614.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,31.0000,0.0000,0.0000,20.0000,55.0000,460.0000,2472.0000,450.0000,258.0000,0.0000,0.0000,0.0000,0.0000,150.0000,48.0000,0.0000,0.0000,0.0000,0.0000,30.0000,16.0000,50.0000,7.0000,60.0000,18.0000,0.0000,0.0000,180.0000,231.0000,40.0000,140.0000,20.0000,68.0000,130.0000,13.0000,1070.0000,3193.0000,570.0000,1779.0000,530.0000,1587.0000,350.0000,458.0000,50.0000,45.0000,0.0000,0.0000,350.0000,209.0000,570.0000,456.0000,0.0000,0.0000,0.0000,0.0000,80.0000,59.0000,1010.0000,2796.0000
22,LA,70584,2,720.0000,310.0000,180.0000,220.0000,360.0000,1470.0000,560.0000,0.0000,0.0000,0.0000,25932.0000,720.0000,26316.0000,620.0000,21407.0000,110.0000,134.0000,80.0000,165.0000,70.0000,77.0000,60.0000,21.0000,100.0000,1097.0000,60.0000,122.0000,50.0000,512.0000,110.0000,1905.0000,40.0000,30.0000,97.0000,110.0000,512.0000,40.0000,111.0000,140.0000,384.0000,40.0000,9.0000,0.0000,0.0000,20.0000,136.0000,0.0000,0.0000,30.0000,32.0000,0.0000,0.0000,0.0000,0.0000,110.0000,1859.0000,4152.0000,100.0000,109.0000,40.0000,68.0000,60.0000,36.0000,110.0000,209.0000,60.0000,386.0000,80.0000,207.0000,690.0000,12975.0000,690.0000,1575.0000,0.0000,0.0000,30.0000,34.0000,320.0000,298.0000,0.0000,0.0000,70.0000,41.0000,50.0000,48.0000,100.0000,19.0000,210.0000,199.0000,20.0000,6.0000,80.0000,204.0000,0.0000,0.0000,30.0000,100.0000,90.0000,16.0000,700.0000,3006.0000,220.0000,417.0000,170.0000,342.0000,170.0000,218.0000,30.0000,28.0000,0.0000,0.0000,530.0000,1277.0000,590.0000,1517.0000,0.0000,0.0000,0.0000,0.0000,110.0000,200.0000,590.0000,1663.0000
17,IL,62969,1,90.0000,50.0000,0.0000,40.0000,60.0000,150.0000,50.0000,0.0000,0.0000,0.0000,1083.0000,90.0000,1116.0000,70.0000,769.0000,20.0000,4.0000,20.0000,14.0000,20.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,137.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,108.0000,0.0000,0.0000,30.0000,33.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,168.0000,30.0000,17.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.0000,237.0000,40.0000,117.0000,50.0000,143.0000,40.0000,45.0000,0.0000,0.0000,0.0000,0.0000,20.0000,16.0000,40.0000,35.0000,0.0000,0.0000,0.0000,0.0000,30.0000,26.0000,80.0000,182.0000
17,IL,62969,2,70.0000,30.0000,40.0000,0.0000,50.0000,150.0000,60.0000,0.0000,0.0000,0.0000,2421.0000,70.0000,2421.0000,50.0000,1756.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,218.0000,0.0000,0.0000,0.0000,0.0000,40.0000,618.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1934.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,107.0000,0.0000,0.0000,0.0000,0.0000,60.0000,1186.0000,60.0000,137.0000,0.0000,0.0000,0.0000,0.0000,40.0000,28.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,41.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.0000,301.0000,20.0000,47.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,111.0000,60.0000,128.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,60.0000,182.0000
17,IL,62969,3,30.0000,0.0000,30.0000,0.0000,30.0000,80.0000,20.0000,0.0000,0.0000,0.0000,1898.0000,30.0000,1898.0000,30.0000,1300.0000,20.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,429.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,1217.0000,30.0000,161.0000,0.0000,0.0000,0.0000,0.0000,30.0000,36.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,204.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,141.0000,30.0000,148.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,61.0000
17,IL,62969,4,40.0000,0.0000,30.0000,0.0000,30.0000,90.0000,20.0000,0.0000,0.0000,0.0000,3934.0000,40.0000,3934.0000,30.0000,2329.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,895.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,3016.0000,40.0000,480.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,551.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,452.0000,40.0000,478.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,116.0000
17,IL,62969,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
17,IL,62969,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
